URI	rdf:type	skos:prefLabel	skos:altLabel	skos:hiddenLabel	skos:definition	skos:narrower	skos:broader	skos:scopeNote	skos:changeNote
000224	skos:Concept	Basse contrainte							
000225	skos:Concept	Basse d'alberti							
000226	skos:Concept	Basse de clavecin							
000227	skos:Concept	Basse de viole d'amour							PMB23298
000228	skos:Concept	Basse de violon							PMB24514
000229	skos:Concept	Basse fondamentale					001050		EP346030
000230	skos:Concept	Basse instrumentale					001149		EP346236
000231	skos:Concept	Basse obligée					000020		EP345658
000232	skos:Concept	Basse obstinée					000020		EP345799
000233	skos:Concept	Basse-taille (instrumentale)							EP347073
000234	skos:Concept	Basse-taille (voix)	Baryton				000413	Voix masculine grave utilisée dans la musique française baroque ; correspond approximativement au registre du baryton moderne.	EP346439
000235	skos:Concept	Basse (voix)							
000236	skos:Concept	Basson							PMB1178
000237	skos:Concept	Bassoniste			Musicien qui joue du basson.		001152		EP346442
000238	skos:Concept	Battant de cloche							
000239	skos:Concept	Battement							
000240	skos:Concept	Batterie de tambour					000776		EP346018
000241	skos:Concept	Batterie instrumentale					000048		EP345724
000242	skos:Concept	Batterie vocale							
000243	skos:Concept	Batteur de mesure					001476		EP346428
000244	skos:Concept	Beaux-arts							EP345800
000245	skos:Concept	Bec							
000246	skos:Concept	Bécarre							EP345805
000247	skos:Concept	Belle danse					000669		EP345918
000248	skos:Concept	Bémol							
000249	skos:Concept	Bénédiction du Saint Sacrement							
000250	skos:Concept	Benedictus							
000251	skos:Concept	Berceuse							PMB1179
000252	skos:Concept	Fête de saint Bernard							
000253	skos:Concept	Bible					001284		EP346357
000254	skos:Concept	Bibliographie							PMB22880
000255	skos:Concept	Bibliothécaire							EP345807
000256	skos:Concept	Bibliothèque							EP345808;PMB1181
000257	skos:Concept	Bibliothèque musicale							
000258	skos:Concept	Bibliothèque privée					000256		EP345809
000259	skos:Concept	Biographie							PMB23472
000260	skos:Concept	Biseau							
000261	skos:Concept	Blason							
000262	skos:Concept	Bois							
000263	skos:Concept	Bois de chêne							
000264	skos:Concept	Bois de cyprès							
000265	skos:Concept	Bois de hêtre							
000266	skos:Concept	Bois de peuplier							
000267	skos:Concept	Bois de sapin							
000268	skos:Concept	Bois de tilleul							
000269	skos:Concept	Bois d'ébène							
000270	skos:Concept	Bois d'épicéa							
000271	skos:Concept	Bois d'érable							
000272	skos:Concept	Bois exotique							
000273	skos:Concept	Boiserie					002153		EP345804
000275	skos:Concept	Bouffon de comédie					000506		EP345689
000276	skos:Concept	Bouffonnerie							
000277	skos:Concept	Bouquet					001815		EP346745
000278	skos:Concept	Bourdon					000020		EP345659
000279	skos:Concept	Bourgeoisie					002493		EP347048
000280	skos:Concept	Bourrée					000052		EP345737
000281	skos:Concept	Bourrée vocale							
000282	skos:Concept	Boutade							
000283	skos:Concept	Boyau							
000284	skos:Concept	Branle					000052		EP345738
000285	skos:Concept	Brève							
000286	skos:Concept	Bréviaire					001283		EP346362;PMB23043
000287	skos:Concept	Brisé					000048		EP345725
000288	skos:Concept	Brocart							EP345816
000289	skos:Concept	Broderie							
000290	skos:Concept	Brunette					000049		EP346612;PMB1183
000291	skos:Concept	Brunette instrumentale							PMB1184
000292	skos:Concept	Bucolique							
000293	skos:Concept	Budget des spectacles							
000294	skos:Concept	Buffet d'orgue							
000295	skos:Concept	Burlesque							EP345817
000296	skos:Concept	Cabinet de lecture							
000297	skos:Concept	Cachet							
000298	skos:Concept	Cadence harmonique							EP345819
000299	skos:Concept	Cadence improvisée							
000300	skos:Concept	Cadence ornementale							
000302	skos:Concept	Caisse de résonance							
000303	skos:Concept	Calligraphie							PMB1185
000304	skos:Concept	Canane							
000305	skos:Concept	Canarie					000052		EP345739
000306	skos:Concept	Canon					000049		EP346613;PMB1186
000307	skos:Concept	Canonisation							EP345821
000308	skos:Concept	Cantate					001544		EP346623;PMB1187
000309	skos:Concept	Cantate allemande profane							PMB1188
000310	skos:Concept	Cantate allemande sacrée							PMB1189
000311	skos:Concept	Cantate burlesque							PMB23059
000312	skos:Concept	Cantate française					000308		EP346624;PMB1190
000313	skos:Concept	Cantate italienne					000308		EP346625;PMB1191
000314	skos:Concept	Cantate pieuse							
000315	skos:Concept	Cantate religieuse							
000316	skos:Concept	Cantate sacrée							
000317	skos:Concept	Cantate scénique							
000318	skos:Concept	Cantate spirituelle					000308		EP346626;PMB1192
000319	skos:Concept	Cantatille					000049		EP346614;PMB1193
000320	skos:Concept	Cantatillette							
000321	skos:Concept	Cantatrice							EP345826
000322	skos:Concept	Cantilène							
000323	skos:Concept	Cantique						chant ou prière autre qu'un psaume, rédigé dans une forme versifiée, dérivé de la Bible et utilisé dans le culte liturgique de l'Église.	EP347079;PMB1195
000324	skos:Concept	Cantique biblique							
000325	skos:Concept	Cantique biblique paraphrasé							
000326	skos:Concept	Cantique de la Vierge Marie						Magnificat	PMB1196
000327	skos:Concept	Cantique de l'Ancien Testament							
000328	skos:Concept	Cantique de Marie							
000329	skos:Concept	Cantique de Moïse						Cantemus Domino Gloriose	PMB1197
000330	skos:Concept	Cantique de Noël					000334		EP347081
000331	skos:Concept	Cantique de Siméon						Nunc Dimittis	PMB1198
000332	skos:Concept	Cantique de Zacharie						Benedictus Dominus Deus Israël	PMB1199
000333	skos:Concept	Cantique des Cantiques							EP345829;PMB1200
000334	skos:Concept	Cantique en français					000323		EP347080
000335	skos:Concept	Cantique en latin					000323		EP347085
000336	skos:Concept	Cantique évangélique							
000337	skos:Concept	Cantique spirituel						air de dévotion, prière domestique (latin ou français).	EP345830;PMB1201
000338	skos:Concept	Cantus firmus							PMB22644
000339	skos:Concept	Canzone alla napolitana							
000340	skos:Concept	Canzone instrumentale							PMB1202
000341	skos:Concept	Canzone vocale							PMB1203
000344	skos:Concept	Canzonette							PMB1204;PMB23338
000345	skos:Concept	Capitule							
000346	skos:Concept	Caprice							PMB1205
000347	skos:Concept	Caractère de danse					000438		EP345920
000348	skos:Concept	Caractère d'imprimerie							
000349	skos:Concept	Carême							PMB1206
000350	skos:Concept	Carême, dimanche i							
000351	skos:Concept	Carême, dimanche ii							
000352	skos:Concept	Carême, dimanche iii							
000353	skos:Concept	Carême, dimanche iv							
000354	skos:Concept	Carillon							
000355	skos:Concept	Carillonneur					001152		EP346443;PMB1207
000356	skos:Concept	Carnaval							
000357	skos:Concept	Carrière musicale					000963		EP347055
000358	skos:Concept	Carrousel							EP345834;PMB1208
000359	skos:Concept	Carrure					000972		EP346149
000360	skos:Concept	Carte							
000361	skos:Concept	Cartel							
000362	skos:Concept	Castagnettes							
000363	skos:Concept	Castrat					000413		EP346432;PMB1209
000364	skos:Concept	Catalogue							EP345835;PMB23371
000365	skos:Concept	Catalogue d'auteur							
000366	skos:Concept	Catalogue d'éditeur					000364		EP345836
000367	skos:Concept	Catalogue d'oeuvres					000364		EP345837
000368	skos:Concept	Catéchisme					000382		EP345843
000369	skos:Concept	Cathédrale							EP345839
000370	skos:Concept	Fête de sainte Catherine d'Alexandrie							
000371	skos:Concept	Catholicisme					000440		EP345862
000373	skos:Concept	Cembal d'amore							PMB23296
000374	skos:Concept	Censure							
000375	skos:Concept	Centre de Musique Baroque de Versailles							PMB1210
000376	skos:Concept	Cérémonial					001283		EP346363;PMB1211
000377	skos:Concept	Cérémonie					000912		EP346126
000378	skos:Concept	Cérémonie de cour					000377		EP346127
000380	skos:Concept	Cérémonie funèbre							
000381	skos:Concept	Cérémonie liturgique							EP345841
000382	skos:Concept	Cérémonie non liturgique							EP345842
000383	skos:Concept	Cérémonie religieuse					000377		EP346128
000384	skos:Concept	Cérémonie révolutionnaire							
000385	skos:Concept	Cerveau de cloche							
000386	skos:Concept	Dynamique							
000387	skos:Concept	Chabrette							PMB1212
000388	skos:Concept	Chaconne	Chacone				000052		EP345740;PMB1213
000389	skos:Concept	Chaire de Pierre à Alexandrie							
000390	skos:Concept	Chaire de Pierre à Rome							
000391	skos:Concept	Chalemie							
000392	skos:Concept	Chalumeau (instrument)							
000393	skos:Concept	Chanoine							
000394	skos:Concept	Chanson			Petit poème en vers simple, composé de plusieurs couplets et mis en musique pour être chanté.		001815		EP346746;PMB1214
000395	skos:Concept	Chanson à boire					000394		EP346747;PMB1215
000396	skos:Concept	Chanson à danser					000394		EP346748;PMB1216
000397	skos:Concept	Chanson de colportage							PMB1217
000398	skos:Concept	Chanson de geste							
000399	skos:Concept	Chanson pastorale							PMB1218
000400	skos:Concept	Chanson patriotique							PMB23459
000401	skos:Concept	Chanson populaire					000394		EP346749;PMB1219
000402	skos:Concept	Chanson spirituelle							EP345849;PMB1220
000403	skos:Concept	Chansonnette					000394		EP346751
000404	skos:Concept	Chansonnier					001975		EP346820;PMB1221
000405	skos:Concept	Chansons							PMB24538
000406	skos:Concept	Chant							EP345850;PMB1222
000407	skos:Concept	Chant d'oiseau							
000408	skos:Concept	Chant patriotique							
000409	skos:Concept	Chant religieux							PMB1224
000410	skos:Concept	Chant révolutionnaire					000049		EP346615
000411	skos:Concept	Chant royal							
000412	skos:Concept	Chant sur le livre					001116		EP346212
000413	skos:Concept	Chanteur					001476		EP346429;PMB1225
000414	skos:Concept	Chanteuse					000413		EP346433;PMB1226
000415	skos:Concept	Chantre					001494		EP478177
000416	skos:Concept	Chapelle							EP345852
000417	skos:Concept	Chapitre de chanoines					000532		EP347041
000418	skos:Concept	Charge					000963		EP347056
000419	skos:Concept	Charivari							PMB23600
000420	skos:Concept	Chasse à cour							
000421	skos:Concept	Chef d'orchestre							EP345854;PMB22962
000422	skos:Concept	Chevalet					000888		EP346098
000423	skos:Concept	Cheville							
000424	skos:Concept	Chevillier							
000425	skos:Concept	Chiavette					002405		EP346985
000426	skos:Concept	Chiffrage							EP345855;PMB23475
000427	skos:Concept	Chinois (système musical des)					000868		EP346078
000428	skos:Concept	Chistianisme							PMB22818
000430	skos:Concept	Chitarrone		Chitaronne					PMB1229;PMB23089
000431	skos:Concept	Choeur							EP345856;PMB1230
000432	skos:Concept	Choeur d'opéra							PMB22963
000433	skos:Concept	Choeur instrumental							
000434	skos:Concept	Choral							PMB1231
000435	skos:Concept	Choral instrumental							PMB1232
000436	skos:Concept	Chorale							PMB1233
000437	skos:Concept	Chorégraphe							EP345860;PMB1234
000438	skos:Concept	Chorégraphie					000669		EP345919
000439	skos:Concept	Choriste					000413		EP346434
000440	skos:Concept	Christianisme							EP345861
000441	skos:Concept	Chromatisme							EP345865
000442	skos:Concept	Chroniqueur							
000443	skos:Concept	Chronomètre					001753		EP346232
000444	skos:Concept	Chute							
000446	skos:Concept	Circoncision du Christ							PMB1236
000447	skos:Concept	Circonstances de création					000654		EP345905
000448	skos:Concept	Circulation d'oeuvre					000654		EP345906
000449	skos:Concept	Cistre							PMB23097
000450	skos:Concept	Citation thématique							
000451	skos:Concept	Cithare							
000452	skos:Concept	Clairon							
000453	skos:Concept	Clarinette							PMB1237
000454	skos:Concept	Clarinette d'amour							PMB23294
000455	skos:Concept	Clarinettiste					001152		EP346444
000456	skos:Concept	Classicisme							EP345868;PMB1238
000457	skos:Concept	Clavecin							PMB1239
000458	skos:Concept	Clavecin à maillets							EP345869
000459	skos:Concept	Clavecin brisé							
000460	skos:Concept	Clavecin électrique							PMB23418
000461	skos:Concept	Clavecin oculaire	clavecin à couleurs						PMB1240
000462	skos:Concept	Claveciniste					001152		EP346445;PMB1241
000463	skos:Concept	Clavicorde							PMB1242
000464	skos:Concept	Clavier					000892		EP346105;PMB1243
000465	skos:Concept	Clavier accouplé							
000466	skos:Concept	Clavier d'écho							
000467	skos:Concept	Clavier du grand orgue							
000468	skos:Concept	Clavier du positif							
000469	skos:Concept	Clavier du récit							
000471	skos:Concept	Clé	clef						
000472	skos:Concept	Clé d'accord	clef d'accord						
000474	skos:Concept	Clé (organologie)	clef				000890		EP346110
000476	skos:Concept	Cloche					001144		EP346280;PMB1244
000477	skos:Concept	Collaboration de musiciens					000654		EP345907
000481	skos:Concept	Collaboration musicien/chorégraphe					000738		EP345696
000482	skos:Concept	Collaboration musicien/écrivain					000738		EP345697
000483	skos:Concept	Collaboration musicien/écrivain/chorégraphe					000738		EP345698
000484	skos:Concept	Collage de textes bibliques							
000485	skos:Concept	Collection d'instruments de musique							EP345871;PMB1245
000486	skos:Concept	Collection musicale					000256		EP345810;PMB1246
000487	skos:Concept	Collectionneur							EP345872
000488	skos:Concept	Collectionneur de livres					000487		EP345873
000489	skos:Concept	Collectionneur de musique					000487		EP345874;PMB1248
000490	skos:Concept	Collectionneur d'instruments de musique					000487		EP345875;PMB1247
000491	skos:Concept	Collège							EP345876
000492	skos:Concept	Collège jésuite					000491		EP345877
000493	skos:Concept	Collégiale							
000494	skos:Concept	Colophane							
000495	skos:Concept	Comédie					002320		EP346933;PMB1249
000497	skos:Concept	Comédie de foire					000495		EP346934
000498	skos:Concept	Comédie en musique					001615		EP346532;PMB1250
000500	skos:Concept	Comédie héroïque							PMB1251
000501	skos:Concept	Comédie lyrique							EP345878;PMB1252
000502	skos:Concept	Comédie mêlée d'ariettes							
000503	skos:Concept	Comédie musicale							PMB22493
000504	skos:Concept	Comédie-ballet							PMB1253
000505	skos:Concept	Comédien							
000506	skos:Concept	Comédien ambulant					000035		EP345688
000507	skos:Concept	Comédien de foire					000506		EP345690
000508	skos:Concept	Comédien italien					000035		EP345691
000509	skos:Concept	Comédienne							
000510	skos:Concept	Comique							EP345881
000511	skos:Concept	Commanditaire							EP345882
000512	skos:Concept	Commedia dell'arte					002329		EP346953;PMB1256
000513	skos:Concept	Commémoration de tous les défunts							
000514	skos:Concept	Commerce de musique					000706		EP345946
000515	skos:Concept	Commerce d'instruments					000706		EP345947
000516	skos:Concept	Commun de la dédicace d'une église							
000517	skos:Concept	Commun de la messe							EP345883
000518	skos:Concept	Commun de plusieurs martyrs							
000519	skos:Concept	Commun de plusieurs saintes							
000520	skos:Concept	Commun des abbés							
000521	skos:Concept	Commun des apôtres							
000522	skos:Concept	Commun des docteurs							
000523	skos:Concept	Commun des évangélistes							
000524	skos:Concept	Commun des pontifes							
000525	skos:Concept	Commun des saints							
000526	skos:Concept	Commun des vierges							
000527	skos:Concept	Commun d'un confesseur non pontife							
000528	skos:Concept	Commun d'un confesseur pontife							
000529	skos:Concept	Commun d'un martyr							
000530	skos:Concept	Commun d'une vierge martyre							
000531	skos:Concept	Commun d'une vierge non martyre							
000532	skos:Concept	Communauté religieuse					002492		EP347040
000533	skos:Concept	Communion							
000534	skos:Concept	Compagnie de jésus	Jésuites						PMB1257
000535	skos:Concept	Compas							
000536	skos:Concept	Compassion de Marie							
000537	skos:Concept	Complainte					000394		EP346750;PMB23380
000538	skos:Concept	Complies							EP345884;PMB1258
000539	skos:Concept	Compositeur					001476		EP346440
000540	skos:Concept	Composition							PMB1259
000541	skos:Concept	Composition chorégraphique							
000542	skos:Concept	Composition du livret					000738		EP345699
000543	skos:Concept	Composition du papier					001696		EP345961
000544	skos:Concept	Composition musicale							EP345886
000545	skos:Concept	Composition par les nombres							
000546	skos:Concept	Compositrice							PMB1260
000547	skos:Concept	Compte-rendu					000763		EP346015
000548	skos:Concept	Comptine							PMB1261
000549	skos:Concept	Conception de la Vierge Marie							PMB1262
000551	skos:Concept	Concert					002485		EP347009;PMB1263
000552	skos:Concept	Concert instrumental					001796		EP346567;PMB1264
000553	skos:Concept	Concert privé							
000554	skos:Concept	Concert vocal							PMB1265
000555	skos:Concept	Concerto					001796		EP346568;PMB1266
000556	skos:Concept	Concerto-grosso							PMB1267
000557	skos:Concept	Concerto pour alto							PMB1268
000558	skos:Concept	Concerto pour basson							PMB1269
000559	skos:Concept	Concerto pour clarinette							PMB1270
000560	skos:Concept	Concerto pour clavecin							PMB1271
000561	skos:Concept	Concerto pour flûte							PMB1272
000562	skos:Concept	Concerto pour guitare							PMB1273
000563	skos:Concept	Concerto pour hautbois							PMB1274
000564	skos:Concept	Concerto pour orgue							PMB1275
000565	skos:Concept	Concerto pour piano							PMB1276
000566	skos:Concept	Concerto pour violon							PMB1277
000567	skos:Concept	Concerto pour violoncelle							PMB1278
000568	skos:Concept	Concile de Trente					001980		EP346828
000569	skos:Concept	Concordant							
000570	skos:Concept	Concours							
000571	skos:Concept	Condition de vie du musicien					000572		EP347050
000572	skos:Concept	Condition sociale					002493		EP347049
000573	skos:Concept	Conduit							PMB1279
000574	skos:Concept	Confesseur							PMB1280
000575	skos:Concept	Confirmation							
000576	skos:Concept	Confirmation religieuse							
000578	skos:Concept	Confrérie des ménétriers					000165		EP345780
000579	skos:Concept	Confutation							
000580	skos:Concept	Congrégation							
000581	skos:Concept	Consécration d'église							EP345888
000582	skos:Concept	Conservatoire de musique							EP345889
000583	skos:Concept	Consonnance							
000584	skos:Concept	Consort							PMB22434
000585	skos:Concept	Construction de théâtre					000691		EP345936
000586	skos:Concept	Construction du livret							EP345890
000587	skos:Concept	Conte							EP345891;PMB1281
000588	skos:Concept	Conte musical							PMB1282
000589	skos:Concept	Continuo							PMB23347
000590	skos:Concept	Contralto (voix)							
000591	skos:Concept	Contrat de mariage							
000592	skos:Concept	Contrebasse							PMB1283
000593	skos:Concept	Contrebassiste					001152		EP346446
000594	skos:Concept	Contrebasson							
000595	skos:Concept	Contre-chant							
000596	skos:Concept	Contredanse					000670		EP345925;PMB1284
000597	skos:Concept	Contre-éclisse							
000598	skos:Concept	Contrefugue							
